payload,label,type
"run_cmd,ADD 60 1.5",malicious,cmd_parse_error
"ech,ADD -38 32",malicious,cmd_parse_error
"start_temp_report,60",benign,temp
"start_temp_report,-3",malicious,temp_error
"run_cmd,SUB 46 42 66",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"run_cmd,SUB 37 32 7",malicious,cmd_parse_error
"run_cmd,echo device ready",benign,echo
"run,ADD -47 -28",malicious,cmd_parse_error
"echo,hi && shutdown now",malicious,cmdi
"run_cmd,echo abc123",benign,echo
"run_cmd,echo user `whoami`",malicious,cmdi
"echo,system ok",benign,echo
"start_temp_report,10",benign,temp
"run_cmd,ADD 31 81 -75",malicious,cmd_parse_error
"start_temp_report,abc",malicious,temp_error
"ech,ADD -10 -47",malicious,cmd_parse_error
"start_temp_report,5",benign,temp
"start_temp_report,abc",benign,temp
"echo,done",benign,echo
"echo,abc123",benign,echo
"run_cmd,SUB -453 844",benign,math
"run_cmd,SUB 118 -987",benign,math
"echo,temperature normal",benign,echo
"rn_cmd,ADD 5 -28",malicious,cmd_parse_error
"echo,system ok",benign,echo
"run_cmd,echo done",benign,echo
"echo,value > /tmp/leak",malicious,cmdi
"start_temp_report,1",benign,temp
"run_cmd,SUB -17 NaN",malicious,cmd_parse_error
"start_temp_report,xyz",benign,temp
"run_cmd,SUB 39 NaN",malicious,cmd_parse_error
"echo,system ok",benign,echo
"echo,name=$USER; id",malicious,cmdi
"run_cmd,ADD -992 -315",benign,math
"run_cmd,SUB -4 X",malicious,cmd_parse_error
"eco,ADD 35 -37",malicious,cmd_parse_error
"run_cmd,SUB -963 383",benign,math
"run_cmd,SUB 454 729",benign,math
"start_temp_report,1",benign,temp
"start_temp_report,5",benign,temp
"run_cmd,echo device ready",benign,echo
"run_cmd,ADD 7 731",benign,math
"echo,temperature normal",benign,echo
"run_cmd,ADD -62 NaN",malicious,cmd_parse_error
"run_cmd,ADD 407 -308",benign,math
"run_cmd,echo abc123",benign,echo
"run_cmd,echo temperature normal",benign,echo
"start_temp_report,5",benign,temp
"run_cmd,ADD -47 21 -80",malicious,cmd_parse_error
"run_cmd,echo done",benign,echo
"run_cmd,ADD -144 811",benign,math
"run_cmd,ADD -32 X",malicious,cmd_parse_error
"run_cmd,SUB 56 -34 53",malicious,cmd_parse_error
"run_cmd,echo abc123",benign,echo
"start_temp_report,0",malicious,temp_error
"start_temp_report,-1",malicious,temp_error
"start_temp_report,10",benign,temp
"run_cmd,PLUS 30 -12",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"run_cmd,AD 88 -58",malicious,cmd_parse_error
"run_cmd,ADD 55 -616",benign,math
"start_temp_report,NaN",malicious,temp_error
"run_cmd,echo abc123",benign,echo
"run_cmd,SUB -4 85 61",malicious,cmd_parse_error
"run_cmd,ADD -3 1 25",malicious,cmd_parse_error
"run_cmd,SUB -139 361",benign,math
"run_cmd,ADD -773 505",benign,math
"run_cmd,SUB 101 251",benign,math
"run_cmd,SUB 611 -426",benign,math
"run_cmd,ADD -73 NaN",malicious,cmd_parse_error
"start_temp_report,abc",malicious,temp_error
"run_cmd,echo abc123",benign,echo
"start_temp_report,abc",benign,temp
"run_cmd,ADD -447 -582",benign,math
"start_temp_report,1",benign,temp
"run_cmd,SUB 735 -736",benign,math
"run_cmd,ADD -62 30 -23",malicious,cmd_parse_error
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"eco,ADD 11 -26",malicious,cmd_parse_error
"run_cmd,ADD -44 NaN",malicious,cmd_parse_error
"run_cmd,SUB -545 568",benign,math
"run_cmd,ADD -46 826",benign,math
"run_cmd,echo user `whoami`",malicious,cmdi
"run_cmd,AD -14 -36",malicious,cmd_parse_error
"start_temp_report,10",benign,temp
"run_cmd,SUB -293 492",benign,math
"run_cmd,echo device ready",benign,echo
"run_cmd,SUB 67 7 40",malicious,cmd_parse_error
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"eco,ADD 39 41",malicious,cmd_parse_error
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"echo,hi && shutdown now",malicious,cmdi
"echo,done",benign,echo
"run_cmd,echo temperature normal",benign,echo
"echo,abc123",benign,echo
"start_temp_report,abc",malicious,temp_error
"run_cmd,SUB 75 abc",malicious,cmd_parse_error
"run_cmd,echo temperature normal",benign,echo
"run_cmd,echo hello world",benign,echo
"echo,done",benign,echo
"run_cmd,ADD 87 41 -11",malicious,cmd_parse_error
"echo,system ok",benign,echo
"echo,device ready",benign,echo
"run_cmd,SUB 856 -418",benign,math
"run_cmd,echo device ready",benign,echo
"start_temp_report,xyz",benign,temp
"echo,abc123",benign,echo
"run_cmd,SUB 835 124",benign,math
"run_cmd,ADD -81 95 44",malicious,cmd_parse_error
"run_cmd,SUB 54 NaN",malicious,cmd_parse_error
"echo,<script>alert(1)</script>",malicious,cmdi
"start_temp_report,10",benign,temp
"run_cmd,SUB 194 706",benign,math
"run_cmd,echo device ready",benign,echo
"run_cmd,PLUS 72 55",malicious,cmd_parse_error
"runcmd,ADD -10 13",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"run_cmd,echo device ready",benign,echo
"start_temp_report,-1",malicious,temp_error
"run_cmd,echo device ready",benign,echo
"run_cmd,echo temperature normal",benign,echo
"run_cmd,ADD -447 596",benign,math
"run_cmd,ADD -230 -844",benign,math
"run_cmd,AD 44 -22",malicious,cmd_parse_error
"start_temp_report,5",benign,temp
"echo,<script>alert(1)</script>",malicious,cmdi
"run_cmd,SUB 92 1.5",malicious,cmd_parse_error
"run_cmd,ADD 553 -404",benign,math
"run_cmd,echo device ready",benign,echo
"run_cmd,ADD 96 X",malicious,cmd_parse_error
"start_temp_report,abc",benign,temp
"run_cmd,SUB 960 -34",benign,math
"run_cmd,echo abc123",benign,echo
"start_temp_report,10",benign,temp
"run_cmd,SUB 45 1.5",malicious,cmd_parse_error
"run_cmd,SUBB 32 -29",malicious,cmd_parse_error
"start_temp_report,60",benign,temp
"start_temp_report,xyz",benign,temp
"run_cmd,ADD -785 969",benign,math
"run_cmd,SUB -60 X",malicious,cmd_parse_error
"eco,ADD -33 -20",malicious,cmd_parse_error
"run_cmd,SUB -471 -388",benign,math
"run_cmd,SUB -53 -60 82",malicious,cmd_parse_error
"run_cmd,ADD 213 -169",benign,math
"run_cmd,SUB 572 -975",benign,math
"run_cmd,SUB 87 -23 -32",malicious,cmd_parse_error
"run_cmd,AD -31 -25",malicious,cmd_parse_error
"run_cmd,ADD -666 -873",benign,math
"run_cmd,SUM 84 8",malicious,cmd_parse_error
"echo,value > /tmp/leak",malicious,cmdi
"ech,ADD 21 -3",malicious,cmd_parse_error
"run_cmd,SUB -35 abc",malicious,cmd_parse_error
"run_cmd,ADDd 42 -94",malicious,cmd_parse_error
"run_cmd,echo device ready",benign,echo
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"run_cmd,SUB -68 abc",malicious,cmd_parse_error
"echo,done",benign,echo
"echo,hello world",benign,echo
"run_cmd,echo system ok",benign,echo
"run_cmd,echo abc123",benign,echo
"run_cmd,echo abc123",benign,echo
"run_cmd,ADD 18 -30 52",malicious,cmd_parse_error
"run_cmd,echo abc123",benign,echo
"run_cmd,ADD -34 X",malicious,cmd_parse_error
"run_cmd,SUB -21 -63 23",malicious,cmd_parse_error
"run_cmd,echo temperature normal",benign,echo
"echo,device ready",benign,echo
"echo,device ready",benign,echo
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"run_cmd,SUB 37 36 63",malicious,cmd_parse_error
"run_cmd,echo temperature normal",benign,echo
"run_cmd,ADD 845 -844",benign,math
"run_cmd,SUBB -63 51",malicious,cmd_parse_error
"run_cmd,SUB 767 -869",benign,math
"run_cmd,echo done",benign,echo
"run_cmd,ADD 778 511",benign,math
"run_cmd,ADD -49 -60 78",malicious,cmd_parse_error
"run_cmd,ADD 54 X",malicious,cmd_parse_error
"echo,temperature normal",benign,echo
"run_cmd,ADD -15 1.5",malicious,cmd_parse_error
"run_cmd,SUB -309 67",benign,math
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"start_temp_report,0",malicious,temp_error
"run_cmd,ADD -42 181",benign,math
"run_cmd,ADDd -57 93",malicious,cmd_parse_error
"run_cmd,SUB 488 384",benign,math
"run_cmd,SUB 831 -325",benign,math
"run_cmd,ADD -122 -751",benign,math
"run_cmd,SUB -95 1.5",malicious,cmd_parse_error
"run_cmd,ADD 49 1.5",malicious,cmd_parse_error
"run_cmd,SUB -91 abc",malicious,cmd_parse_error
"echo,done",benign,echo
"start_temp_report,NaN",malicious,temp_error
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"run_cmd,ADD -53 X",malicious,cmd_parse_error
"run_cmd,ADD -63 NaN",malicious,cmd_parse_error
"run_cmd,ADD -63 X",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"ech,ADD -37 -49",malicious,cmd_parse_error
"echo,system ok",benign,echo
"rn_cmd,ADD -31 14",malicious,cmd_parse_error
"start_temp_report,10",benign,temp
"run_cmd,echo system ok",benign,echo
"run_cmd,echo device ready",benign,echo
"rn_cmd,ADD -16 49",malicious,cmd_parse_error
"run_cmd,SUB 196 106",benign,math
"start_temp_report,xyz",benign,temp
"echo,value > /tmp/leak",malicious,cmdi
"run_cmd,echo device ready",benign,echo
"run_cmd,SUB 941 -971",benign,math
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"run_cmd,ADD 81 1.5",malicious,cmd_parse_error
"run_cmd,SUB 86 abc",malicious,cmd_parse_error
"start_temp_report,NaN",malicious,temp_error
"run_cmd,echo ok && echo hacked",malicious,cmdi
"run_cmd,echo temperature normal",benign,echo
"run_cmd,echo temperature normal",benign,echo
"run_cmd,ADD 41 1.5",malicious,cmd_parse_error
"echo,<script>alert(1)</script>",malicious,cmdi
"run_cmd,SUB -12 X",malicious,cmd_parse_error
"start_temp_report,0",malicious,temp_error
"echo,done",benign,echo
"start_temp_report,xyz",benign,temp
"start_temp_report,xyz",benign,temp
"run_cmd,ADD -30 13 50",malicious,cmd_parse_error
"start_temp_report,-3",malicious,temp_error
"run_cmd,SUB -518 -542",benign,math
"start_temp_report,-3",malicious,temp_error
"run_cmd,SUB -832 351",benign,math
"run_cmd,ADD 91 54 77",malicious,cmd_parse_error
"eco,ADD -29 -49",malicious,cmd_parse_error
"echo,device ready",benign,echo
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"run_cmd,ADD -472 -735",benign,math
"run_cmd,SUB -90 63 -65",malicious,cmd_parse_error
"run_cmd,SUB -100 1.5",malicious,cmd_parse_error
"echo,temperature normal",benign,echo
"run_cmd,SUB -68 NaN",malicious,cmd_parse_error
"run_cmd,echo done",benign,echo
"run_cmd,echo hello world",benign,echo
"echo,done",benign,echo
"run_cmd,SUB 4 NaN",malicious,cmd_parse_error
"echo,system ok",benign,echo
"run_cmd,SUB 0 -35 3",malicious,cmd_parse_error
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"run_cmd,SUB -48 NaN",malicious,cmd_parse_error
"run_cmd,ADD -82 NaN",malicious,cmd_parse_error
"run_cmd,AD 78 -27",malicious,cmd_parse_error
"start_temp_report,0",malicious,temp_error
"start_temp_report,10",benign,temp
"run_cmd,SUB 42 1 -44",malicious,cmd_parse_error
"start_temp_report,xyz",benign,temp
"run_cmd,echo device ready",benign,echo
"run_cmd,echo device ready",benign,echo
"rn_cmd,ADD 41 -36",malicious,cmd_parse_error
"start_temp_report,5",benign,temp
"run_cmd,SU -31 -75",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"run_cmd,echo user `whoami`",malicious,cmdi
"start_temp_report,-3",malicious,temp_error
"run_cmd,echo temperature normal",benign,echo
"run_cmd,ADD 455 -478",benign,math
"run_cmd,SUB 95 NaN",malicious,cmd_parse_error
"runcmd,ADD 8 38",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"run_cmd,ADD 467 -746",benign,math
"run_cmd,ADD 67 363",benign,math
"start_temp_report,NaN",malicious,temp_error
"echo,<script>alert(1)</script>",malicious,cmdi
"run_cmd,ADD -424 -919",benign,math
"run_cmd,SUB -6 96 86",malicious,cmd_parse_error
"run_cmd,SUB 67 -3 -42",malicious,cmd_parse_error
"run_cmd,SU -71 71",malicious,cmd_parse_error
"start_temp_report,xyz",benign,temp
"start_temp_report,abc",benign,temp
"echo,hello world",benign,echo
"run_cmd,ADDd 62 -58",malicious,cmd_parse_error
"run_cmd,echo temperature normal",benign,echo
"run,ADD 48 -5",malicious,cmd_parse_error
"ech,ADD -2 9",malicious,cmd_parse_error
"run_cmd,SUB -368 -453",benign,math
"start_temp_report,abc",benign,temp
"start_temp_report,10",benign,temp
"start_temp_report,0",malicious,temp_error
"run_cmd,ADD 32 NaN",malicious,cmd_parse_error
"run_cmd,ADD -347 900",benign,math
"run_cmd,echo system ok",benign,echo
"run_cmd,echo hello world",benign,echo
"run_cmd,SUB -32 -7 29",malicious,cmd_parse_error
"run_cmd,echo temperature normal",benign,echo
"start_temp_report,NaN",malicious,temp_error
"run_cmd,SUB -990 931",benign,math
"run_cmd,ADD -47 1.5",malicious,cmd_parse_error
"run_cmd,ADD 3 17 3",malicious,cmd_parse_error
"run_cmd,ADD -934 921",benign,math
"run_cmd,SUB -78 X",malicious,cmd_parse_error
"start_temp_report,60",benign,temp
"echo,temperature normal",benign,echo
"start_temp_report,60",benign,temp
"run_cmd,ADD 41 abc",malicious,cmd_parse_error
"rn_cmd,ADD 42 2",malicious,cmd_parse_error
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"echo,system ok",benign,echo
"run_cmd,SUB -74 X",malicious,cmd_parse_error
"run_cmd,echo ok && echo hacked",malicious,cmdi
"run_cmd,ADD -73 -12 -25",malicious,cmd_parse_error
"run_cmd,SUB 25 -86 -95",malicious,cmd_parse_error
"echo,system ok",benign,echo
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"run_cmd,ADD 70 1.5",malicious,cmd_parse_error
"echo,temperature normal",benign,echo
"echo,temperature normal",benign,echo
"run_cmd,echo hello world",benign,echo
"echo,abc123",benign,echo
"echo,device ready",benign,echo
"run_cmd,SUB -379 -3",benign,math
"run_cmd,echo temperature normal",benign,echo
"run,ADD -39 24",malicious,cmd_parse_error
"run_cmd,SUBB -93 24",malicious,cmd_parse_error
"run_cmd,ADD -6 80 57",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"run_cmd,echo device ready",benign,echo
"echo,hello world",benign,echo
"run_cmd,ADD -873 698",benign,math
"run_cmd,ADD 75 NaN",malicious,cmd_parse_error
"run_cmd,SUB 71 -89 -33",malicious,cmd_parse_error
"run_cmd,SUB -33 77 -27",malicious,cmd_parse_error
"run_cmd,ADD -73 -91 -50",malicious,cmd_parse_error
"ech,ADD -26 29",malicious,cmd_parse_error
"run_cmd,echo abc123",benign,echo
"echo,temperature normal",benign,echo
"run_cmd,PLUS 21 -89",malicious,cmd_parse_error
"echo,abc123",benign,echo
"run_cmd,SUB -83 81 -79",malicious,cmd_parse_error
"echo,abc123",benign,echo
"run_cmd,SUBB -73 73",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"start_temp_report,abc",benign,temp
"run_cmd,ADD -1 -746",benign,math
"run_cmd,echo temperature normal",benign,echo
"run_cmd,ADD -91 NaN",malicious,cmd_parse_error
"run_cmd,SUB 145 484",benign,math
"run_cmd,SUB -24 56 -39",malicious,cmd_parse_error
"echo,hello world",benign,echo
"run_cmd,ADD 14 X",malicious,cmd_parse_error
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"run,ADD -8 -36",malicious,cmd_parse_error
"echo,<script>alert(1)</script>",malicious,cmdi
"run_cmd,PLUS 37 -22",malicious,cmd_parse_error
"rn_cmd,ADD -29 -35",malicious,cmd_parse_error
"run_cmd,echo abc123",benign,echo
"run_cmd,ADD 100 abc",malicious,cmd_parse_error
"start_temp_report,abc",benign,temp
"run_cmd,echo hello world",benign,echo
"run_cmd,SUBB 15 78",malicious,cmd_parse_error
"run_cmd,ADD 277 -309",benign,math
"run_cmd,echo device ready",benign,echo
"echo,done",benign,echo
"run_cmd,echo hello world",benign,echo
"run_cmd,ADD -686 521",benign,math
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"run_cmd,ADD -65 1.5",malicious,cmd_parse_error
"echo,device ready",benign,echo
"run_cmd,ADD 569 -747",benign,math
"run_cmd,SUBB 1 2",malicious,cmd_parse_error
"run_cmd,echo ok && echo hacked",malicious,cmdi
"start_temp_report,-3",malicious,temp_error
"run_cmd,ADD 947 364",benign,math
"start_temp_report,5",benign,temp
"start_temp_report,-3",malicious,temp_error
"run_cmd,ADD -29 -347",benign,math
"run_cmd,ADD 59 86 -32",malicious,cmd_parse_error
"echo,abc123",benign,echo
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"run_cmd,echo temperature normal",benign,echo
"run_cmd,echo temperature normal",benign,echo
"run_cmd,echo abc123",benign,echo
"echo,hello world",benign,echo
"start_temp_report,abc",benign,temp
"run_cmd,ADD -87 41 94",malicious,cmd_parse_error
"echo,hello world",benign,echo
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"start_temp_report,-3",malicious,temp_error
"run_cmd,SUB -711 540",benign,math
"run_cmd,SUB -90 24 -69",malicious,cmd_parse_error
"run_cmd,echo user `whoami`",malicious,cmdi
"start_temp_report,abc",malicious,temp_error
"run_cmd,SUBB 75 -16",malicious,cmd_parse_error
"start_temp_report,5",benign,temp
"run_cmd,echo device ready",benign,echo
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"echo,done",benign,echo
"start_temp_report,10",benign,temp
"start_temp_report,5",benign,temp
"run_cmd,SUB 26 X",malicious,cmd_parse_error
"run_cmd,echo device ready",benign,echo
"run_cmd,ADD -20 NaN",malicious,cmd_parse_error
"echo,device ready",benign,echo
"start_temp_report,abc",malicious,temp_error
"run_cmd,PLUS 44 88",malicious,cmd_parse_error
"run_cmd,SUB 401 942",benign,math
"run_cmd,SUB -100 9 -66",malicious,cmd_parse_error
"run_cmd,ADD 904 -694",benign,math
"run_cmd,SUB -24 -18 75",malicious,cmd_parse_error
"run_cmd,SUB 373 454",benign,math
"run_cmd,ADD -14 -70 10",malicious,cmd_parse_error
"echo,system ok",benign,echo
"run_cmd,SUB 856 600",benign,math
"run_cmd,SUB -11 X",malicious,cmd_parse_error
"start_temp_report,NaN",malicious,temp_error
"run_cmd,SUB 406 215",benign,math
"echo,device ready",benign,echo
"echo,<script>alert(1)</script>",malicious,cmdi
"run_cmd,ADD -29 X",malicious,cmd_parse_error
"run_cmd,SUM -16 3",malicious,cmd_parse_error
"run_cmd,SUB -28 abc",malicious,cmd_parse_error
"run_cmd,echo device ready",benign,echo
"run_cmd,echo system ok",benign,echo
"run_cmd,SUB -571 -391",benign,math
"start_temp_report,60",benign,temp
"run_cmd,AD -100 -82",malicious,cmd_parse_error
"run_cmd,ADD 11 1.5",malicious,cmd_parse_error
"run_cmd,SUB -124 -64",benign,math
"echo,device ready",benign,echo
"run_cmd,ADD -58 1.5",malicious,cmd_parse_error
"run_cmd,SUB 999 523",benign,math
"run_cmd,SUB 91 NaN",malicious,cmd_parse_error
"run_cmd,ADD -47 55 -3",malicious,cmd_parse_error
"runcmd,ADD 2 -38",malicious,cmd_parse_error
"start_temp_report,0",malicious,temp_error
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"run_cmd,echo system ok",benign,echo
"start_temp_report,1",benign,temp
"run_cmd,SUB 94 57 48",malicious,cmd_parse_error
"run_cmd,ADD -7 10 -26",malicious,cmd_parse_error
"echo,<script>alert(1)</script>",malicious,cmdi
"run_cmd,echo abc123",benign,echo
"start_temp_report,60",benign,temp
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"run_cmd,ADD 190 -982",benign,math
"run_cmd,SUB -526 -774",benign,math
"run_cmd,ADD 12 -64 21",malicious,cmd_parse_error
"run_cmd,ADD -35 X",malicious,cmd_parse_error
"run_cmd,echo user `whoami`",malicious,cmdi
"run_cmd,ADDd -11 -32",malicious,cmd_parse_error
"run_cmd,SUB -63 6 21",malicious,cmd_parse_error
"echo,abc123",benign,echo
"run_cmd,PLUS 22 -86",malicious,cmd_parse_error
"run_cmd,echo abc123",benign,echo
"run_cmd,echo abc123",benign,echo
"run_cmd,ADD -83 -13 -30",malicious,cmd_parse_error
"echo,temperature normal",benign,echo
"run_cmd,ADD 541 -398",benign,math
"run_cmd,echo temperature normal",benign,echo
"run_cmd,ADD 60 1.5",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"run_cmd,SUB 959 622",benign,math
"run_cmd,echo hello world",benign,echo
"run_cmd,SUB -278 -595",benign,math
"run_cmd,SUB 8 -93 -62",malicious,cmd_parse_error
"echo,value > /tmp/leak",malicious,cmdi
"run_cmd,AD 69 64",malicious,cmd_parse_error
"echo,abc123",benign,echo
"start_temp_report,abc",benign,temp
"run_cmd,SUB -715 -24",benign,math
"run_cmd,ADD 86 1.5",malicious,cmd_parse_error
"run_cmd,ADD 990 -567",benign,math
"start_temp_report,60",benign,temp
"run_cmd,echo abc123",benign,echo
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"start_temp_report,abc",benign,temp
"run_cmd,ADD 754 -539",benign,math
"run_cmd,ADD -11 41 -37",malicious,cmd_parse_error
"run_cmd,ADD -83 48 -48",malicious,cmd_parse_error
"run_cmd,ADD 458 -325",benign,math
"run_cmd,echo user `whoami`",malicious,cmdi
"echo,hi && shutdown now",malicious,cmdi
"run_cmd,echo hello world",benign,echo
"run_cmd,ADD -34 167",benign,math
"echo,<script>alert(1)</script>",malicious,cmdi
"run_cmd,echo hello world",benign,echo
"echo,abc123",benign,echo
"run_cmd,SUB -36 -39 -59",malicious,cmd_parse_error
"run_cmd,SUB 54 69 3",malicious,cmd_parse_error
"run_cmd,ADD -53 NaN",malicious,cmd_parse_error
